# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Bovismorbificans_CVM_30176	ECOLI	SALTY
656	1176	1677
2271	3786	4063
2843	3956	4224
2428	2518	2699
1271	3940	4207
525	0	310
3332	0	1340
3601	1584	1321
3006	2523	2706
2399	2979	3171
822	1830	1895
1477	3191	3363
839	3937	4203
649	3910	4177
2797	408	444
3121	3042	3230
129	2022	2107
1302	186	239
2807	1003	1128
3223	0	923
1894	969	1094
172	2959	3151
3289	909	1728
3039	1847	1911
1022	0	2815
627	2649	2874
2051	181	234
0	1470	2164
4104	0	1542
271	1440	1461
2954	12	11
1874	2268	2328
2495	2663	2889
3383	0	1514
3411	3199	3371
2689	0	2624
2076	0	2923
2884	1786	1851
1751	2916	3117
1460	0	1901
1105	1693	1228
1620	2842	3064
1724	1446	1457
2369	0	1795
2140	0	3043
2203	419	456
1883	3039	3227
1522	783	842
1750	688	733
2376	3096	3294
2087	2913	3114
1020	1085	1794
780	663	711
3379	4000	1491
189	3105	3303
1493	0	3044
845	2397	2451
3587	1663	1249
1859	0	1077
897	3593	3810
2000	0	2121
465	1137	1712
1735	3253	3437
797	158	210
2292	4069	3018
3932	0	3910
2145	581	616
2783	432	471
2819	3967	4235
2622	0	3802
877	425	463
1694	1790	1855
214	2734	2943
1424	126	179
3275	2918	3119
2870	0	1364
1396	49	88
1076	0	1363
1443	2449	2555
2841	3093	3291
2429	0	2290
4299	0	80
140	3996	4290
3342	2600	2836
2607	0	1059
959	0	1360
2881	0	4272
2286	2433	2486
359	3530	3743
1359	1033	1158
3567	981	1106
744	3141	3324
365	0	2292
2977	3144	3327
961	2920	3121
3008	3739	3988
338	2607	2844
1253	2135	2220
1010	1589	1316
962	114	159
2255	1848	1912
2297	1432	1468
1407	3109	3307
783	3092	3290
3361	0	2536
1260	2568	2749
3212	1084	1065
633	1831	1896
2930	1703	1219
344	2546	2729
2600	0	1068
2586	3468	3677
507	1748	1814
3437	96	136
1366	0	4043
1345	0	3005
1521	407	443
3501	534	565
2610	0	3477
2083	2224	546
3189	1032	1157
1394	3909	4176
1125	2267	2327
1437	80	120
775	771	824
1599	0	338
3947	0	4040
2263	1594	1310
4	3797	4073
1050	0	4274
1494	3395	3560
2002	2914	3115
896	2876	3094
733	3494	3712
3820	0	3015
763	2548	2731
1294	3900	4167
410	2363	2404
1197	1233	1628
1186	1505	1424
2957	0	3647
807	2520	2701
3310	0	2797
383	1621	1284
337	1560	1378
120	3261	3446
54	0	1746
2770	0	1210
160	0	885
1598	1746	1812
269	3097	3295
828	3720	3968
2853	3977	4244
2483	0	2805
871	3356	3530
87	3744	3993
1924	117	166
2541	2063	2145
3394	0	1970
1837	3731	3979
1630	2211	198
2758	1146	1707
2024	3893	4160
2253	0	1198
2680	0	2774
91	1715	1760
806	0	1573
197	2471	2577
2397	1643	1259
2405	1754	1820
1579	2285	2348
761	664	712
110	0	4476
3823	2814	3032
2673	0	2640
2593	2574	2755
1305	0	3770
904	3103	3301
1439	3286	3462
2468	1487	1445
1449	2338	2391
1857	3143	3326
3025	151	203
1164	2262	2323
1261	0	1473
1908	3548	3761
1097	1640	1262
168	3863	4126
3099	1800	1864
528	0	3430
2619	2393	2447
2825	2481	2589
543	2462	2569
1807	1812	1872
61	394	430
79	0	15
1567	3469	3678
478	0	567
2868	1696	1225
3269	3478	3682
3680	0	1981
3362	0	939
2638	1545	1392
2949	0	4273
1078	1893	1985
4005	0	2540
1049	3222	3398
4271	0	635
0	375	400
1344	2134	2219
2569	2786	2997
1592	2422	2470
3374	0	401
1113	435	474
256	3166	3350
58	3818	4102
1218	1512	1418
1597	626	667
2256	0	999
3010	2740	2949
3156	2634	2860
1740	415	452
2056	903	1040
488	498	1594
2103	1486	1446
1291	973	1098
2383	3301	1503
2381	2328	2380
1070	3114	3312
1419	3670	3896
25	372	395
799	2985	3177
57	2662	2888
2319	3584	3801
3035	3562	3778
2771	1504	1425
342	974	1099
735	0	1877
1029	1170	1681
1214	816	915
3131	2521	2702
708	0	1939
4181	1286	0
1248	0	3769
3129	3957	4225
1351	3945	4212
3248	0	1879
1902	1991	2073
3206	2591	2827
1570	351	373
1310	900	1035
3363	0	1044
3049	1207	1647
89	2396	2450
2715	592	628
2200	2847	3068
2230	0	1344
2234	400	436
1656	0	4425
2713	801	901
1065	0	1045
586	4130	4411
3413	2456	2562
2768	2730	2939
2080	1235	1626
3301	0	2064
1000	1642	1260
1684	1304	1585
1939	3706	3952
4220	0	855
4054	2900	3883
795	2996	3187
3252	1716	316
2432	3928	4194
1691	346	367
3085	1475	0
551	0	1203
4134	0	1188
1728	0	4053
2760	3120	3318
2240	1490	1442
367	3906	4174
1213	2590	2826
3938	3717	3965
1613	3108	3306
1978	518	2519
2318	3824	4111
218	3916	4182
3295	0	2417
141	1572	3336
2654	0	1591
2601	3106	3304
1224	0	3893
703	0	540
0	127	468
1157	0	1224
539	3353	3528
289	2917	3118
0	3813	4088
3045	935	1066
1593	1838	1902
2239	0	4275
1998	1204	1650
685	3950	4217
3154	2143	2228
64	0	2767
3367	0	1640
0	1214	1642
3901	0	3648
3242	0	2978
284	1605	1299
425	2516	2697
1111	3068	3268
2452	2821	3039
857	0	1477
2115	2966	3157
2734	3462	3665
1412	3117	3315
3306	0	3996
3168	1103	1751
2875	1617	1287
1404	2156	2236
95	2915	3116
3954	0	4089
2217	1174	1679
333	1863	1926
1061	2998	3189
570	3001	3192
1321	2859	3084
1087	3346	3520
1864	3453	3644
1560	574	609
66	1000	1125
625	43	77
3017	2780	2991
3276	2990	3182
3243	1427	3932
4320	0	2798
2750	3013	3204
93	2218	2307
2400	630	674
2982	0	4151
772	1755	1821
2215	0	3524
3155	2322	2374
446	1628	1273
2420	1681	1240
84	3898	4165
276	2789	3000
1651	0	81
840	1473	0
4238	0	4255
504	846	950
1538	0	58
969	2323	2375
1174	2067	2149
212	902	1039
1863	1129	1720
1594	3816	4100
2550	3558	3773
2243	4047	1554
1683	1996	2078
114	0	3653
348	0	2533
2584	2482	2590
1663	0	1948
3398	0	154
3949	0	4055
2324	1731	1777
2947	1664	1248
2657	3115	3313
2959	785	844
2915	0	1608
3554	0	2521
1866	1977	3145
2769	0	1964
2154	358	380
693	0	1492
3325	0	323
2738	0	3924
692	0	4283
457	677	722
889	2727	2936
2805	2431	2485
1949	0	2799
2055	3142	3325
3118	3944	4211
855	2570	2751
2612	329	1569
2565	3048	3246
62	1989	2914
1299	2202	2297
1928	302	355
2829	3778	4031
1556	0	2260
448	738	796
418	3441	3612
2085	0	1277
3373	0	4149
1421	0	3649
0	1102	2520
0	1455	2496
1543	0	2775
676	3016	3207
1482	3627	3847
1176	784	843
2451	0	1971
180	2977	3169
1942	0	3245
2320	0	1367
3382	0	1196
564	1850	1914
1085	2136	2221
1935	586	622
2813	2502	4486
2774	1098	1754
1798	273	458
1140	3390	0
2412	3759	4011
0	4086	4355
3973	3955	4222
0	705	3054
2062	3260	3445
2274	3552	3765
3111	22	43
1547	3047	3244
2408	405	441
4252	0	2679
3083	3495	3713
188	183	236
3103	3000	3191
1277	0	1975
1005	989	1114
397	3110	3308
3105	349	372
2484	3079	3277
907	0	3885
3220	3090	3288
3715	2086	2178
873	0	2784
2150	2995	3186
1386	1258	1603
4253	0	287
198	0	974
1385	2026	2111
86	2522	2705
1274	1196	1656
1158	2281	2341
2997	3403	3573
1790	1041	1166
1933	737	795
3717	2113	2196
644	0	1215
1198	3612	3830
856	2813	3031
1313	0	2818
3254	0	1355
805	0	2631
1201	1119	1735
2439	4051	4332
2019	0	1493
0	1923	698
1203	1701	1222
766	2474	2580
3265	0	1796
3582	1697	1223
1673	1501	1427
3180	0	4139
933	1814	1874
4135	0	1199
1918	0	2344
1181	0	1193
3219	1554	1383
4113	3264	3450
2443	0	2776
655	0	1343
2249	1635	1267
724	0	2768
870	3064	3264
1462	2248	2316
3335	0	2475
1375	719	777
153	3696	3941
1481	1549	1388
2893	0	2543
2620	387	413
4051	535	568
3120	3430	3599
1765	1835	1900
2847	990	1115
3334	0	288
1045	0	2291
2676	1144	1708
1559	0	2384
667	0	4282
1035	3528	3741
3222	0	710
0	4055	695
482	3209	3381
2848	980	1105
1245	1474	0
317	1023	1148
4038	1743	1789
2192	1354	1544
52	1365	1533
2511	1582	1324
1658	2651	2876
2106	278	551
2031	3805	4081
994	2378	2427
3235	3781	4059
2736	0	79
2892	1733	1779
1950	1749	1815
419	3958	4226
2667	939	1073
2327	0	55
1920	1854	1917
2817	1299	0
1628	0	337
1622	0	1526
327	1820	1884
3997	4106	4383
3002	1232	1629
3233	0	3854
2846	0	2530
2647	2069	2152
2714	3207	3379
1069	815	914
1293	0	2924
3524	0	740
980	542	573
187	2596	2832
660	4085	4354
1064	0	1354
0	275	2669
3036	424	462
887	0	1353
1869	3074	3275
1350	3154	3338
1677	2672	2898
1498	2599	2835
3150	0	1323
2398	818	922
1586	3704	3949
2692	3147	3330
2378	3800	4077
681	1531	1406
3137	2276	2336
3964	0	4153
0	512	879
1177	1394	1505
4137	511	985
1746	1441	1460
3278	0	4150
986	644	687
2671	2883	3097
647	1461	1928
2981	0	4046
1101	4091	4362
216	2077	3688
42	3347	3521
3283	0	3431
1147	1208	1646
3192	0	297
2119	2865	3085
4039	0	2925
2903	347	368
499	1580	1335
2341	3149	3332
2461	3394	3559
2462	1729	1775
576	487	530
1535	3972	4239
102	580	615
4155	924	1195
2552	1234	1627
960	2340	2393
156	3051	3249
1102	556	587
511	1891	0
809	3326	3493
3221	23	44
0	645	283
1785	3585	3803
2294	1451	1451
1217	2392	2446
1093	1744	1790
1995	0	4051
3054	97	137
223	2372	2415
440	0	2514
2618	1622	1283
3299	834	0
3356	0	1804
826	3136	3321
3112	184	237
1191	582	618
2385	0	2508
2523	3932	4198
2708	0	344
1747	1303	1586
4156	0	2166
340	0	4480
4034	0	2168
1180	0	1012
2290	3328	3495
262	0	1294
2668	356	378
3366	0	1639
719	1857	1920
3284	0	4223
2007	0	1613
1472	3111	3309
3209	1590	1314
2061	2538	2721
886	851	955
1207	1702	1220
1818	1182	1669
0	214	3391
1977	1853	0
4040	0	2099
1817	941	1455
2582	0	2205
1091	1717	1761
0	213	3390
2665	3101	3299
3333	1892	0
3214	887	1022
831	1018	1143
517	1364	1537
2577	1457	1047
3298	0	3986
1759	0	1806
247	0	2511
1126	3169	3354
2025	0	2015
2512	927	1747
3290	0	771
3986	2308	0
4184	2598	2834
0	2908	636
2643	0	1792
2726	3750	4002
2996	0	1075
2431	3429	3598
152	430	469
982	4082	4352
0	1069	1810
3123	3162	3346
1196	2515	2696
1922	0	4492
1145	0	1801
109	0	2625
3856	3070	3270
1165	4113	4390
2088	0	2539
2745	0	2505
1139	0	996
3201	0	1938
1269	0	1883
3202	0	1931
1540	229	0
112	2924	3124
1107	0	2637
3183	1172	0
3280	0	2246
2339	0	4485
0	3308	4435
696	0	2517
3012	0	4493
3369	2052	0
0	2227	2157
0	1469	980
3459	0	291
4200	232	4490
0	508	2163
0	1101	876
1072	0	2512
2919	528	0
0	2768	2977
1209	0	2639
1278	0	2622
0	659	4443
2566	0	4484
3032	1210	0
0	1971	2596
2477	1674	0
1967	0	2607
2136	0	2837
0	220	3525
1417	0	2628
3082	3348	0
3326	0	2620
